,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model
1580,4375,62252.0,5.0,MPV,1998.0,Manual,2011.0,Chevrolet,Orlando
1581,1850,111000.0,5.0,MPV,1910.0,Automatic,2006.0,Vauxhall,Zafira
1582,10480,63903.0,5.0,MPV,1997.0,Automatic,2013.0,Ford,S-Max
1583,18995,13532.0,5.0,MPV,1968.0,Manual,2017.0,Seat,Alhambra
1584,2295,89082.0,5.0,MPV,1598.0,Manual,2010.0,Vauxhall,Zafira
1586,6495,38000.0,5.0,MPV,1997.0,Manual,2012.0,Citroen,C4
1587,12100,17492.0,5.0,MPV,1560.0,Manual,2016.0,Citroen,C4
1588,2495,78000.0,5.0,MPV,1360.0,Manual,2010.0,Fiat,Qubo
1589,10200,4873.0,5.0,MPV,1596.0,Automatic,2017.0,Ford,B-MAX
1590,14999,37622.0,5.0,MPV,2000.0,Automatic,2016.0,Volkswagen,Touran
1591,5295,38000.0,5.0,MPV,1198.0,Manual,2014.0,Nissan,Note
1592,5495,70057.0,5.0,MPV,1598.0,Automatic,2012.0,Citroen,C3
1593,47995,677.0,5.0,MPV,1950.0,Automatic,2019.0,Mercedes-Benz,V
1594,16990,35607.0,5.0,MPV,2500.0,Automatic,2018.0,Hyundai,I800
1595,9995,20634.0,5.0,MPV,1396.0,Manual,2017.0,Hyundai,IX20
1596,2495,92000.0,5.0,MPV,1598.0,Automatic,2007.0,Nissan,Note
1597,2795,71248.0,5.0,MPV,1794.0,Manual,2007.0,Toyota,Corolla
1598,24999,6600.0,5.0,MPV,1500.0,Automatic,2019.0,Volkswagen,Touran
1599,6000,37170.0,5.0,MPV,1560.0,Manual,2011.0,Citroen,Berlingo
1600,23500,3523.0,5.0,MPV,2000.0,Automatic,2016.0,Ford,Galaxy
1601,9649,41966.0,5.0,MPV,1499.0,Manual,2016.0,Ford,C-Max
1602,12995,12072.0,5.0,MPV,1591.0,Automatic,2017.0,Kia,Venga
1603,18995,6000.0,5.0,MPV,2157.0,Automatic,2018.0,Ssangyong,Turismo
