,price,mileage,door/body,eng/tran,year/make/model
248,"£18,489","<span> 22,816 miles</span>", 4 Door Saloon,2000cc Automatic ,2018 Mercedes-Benz C Class
249,"£14,990","<span> 40,000 miles</span>", 4 Door Saloon,2179cc Automatic ,2015 Jaguar XF
250,"£12,987","<span> 77,241 miles</span>", 4 Door Saloon,1995cc Automatic ,2015 BMW 3 Series
251,"£53,990","<span> 30,000 miles</span>", 4 Door Saloon,3982cc Automatic ,2017 Mercedes-Benz E Class
252,"£11,000","<span> 43,855 miles</span>", 4 Door Saloon,2000cc Manual ,2014 Audi A3
253,"£2,290","<span> 91,926 miles</span>", 4 Door Saloon,1999cc Manual ,2007 Volvo S40
254,"£18,298","<span> 22,081 miles</span>", 4 Door Saloon,1995cc Automatic ,2017 BMW 3 Series
255,"£30,495","<span> 12,250 miles</span>", 4 Door Saloon,2987cc Automatic ,2018 Mercedes-Benz E Class
256,"£20,600","<span> 13,677 miles</span>", 4 Door Saloon,2488cc Automatic ,2018 Mazda 6
257,"£16,998","<span> 38,952 miles</span>", 4 Door Saloon,1968cc Automatic ,2015 Audi A6
